,"id, table_id",table_body,caption,references
58,S3.T1.1.1.2.1.3.1,r5023 fid8195mmd,tabl 1 evalu 400 mri of each approach use common metric other than for msssim lower score are consid better with the best score be in bold and the second best underlin for msssim the score closest to one record on the real mri of the test set ie 088 is consid the best,as exampl of metric commonli use for assess imag we appli fid mmd and msssim to the real and gener mri for each model fid and mmd compar the distribut of real and synthet mri in a lower dimension featur space to do so we map all mri into thi space via a pretrain encod we then document the high impact of the encod by recod their score with respect to three implement of resnet 8ie resnet50 r50 anoth version of resnet50 train on 23 dataset r5023 and resnet101 r101 5 accord to tabl 1 the lowest fid and mmd score for vaegan and aalphaitalicawgan the two model with the lowest qualiti mri base on visual inspect are record with r101 follow by r5023 and r50 rel to the other method their score for r50 were onli better than monaildm howev aalphaitalicawgan produc the secondbest score when the encod is r5023 moreov the two model produc the best ie lowest mmd among all the approach when comput in the imag space imag mmd overal we conclud from these result that even the worst qualiti imag base on visual inspect can produc the best score
59,S3.T1.1.1.2.1.4.1,r50 fid8195mmd,tabl 1 evalu 400 mri of each approach use common metric other than for msssim lower score are consid better with the best score be in bold and the second best underlin for msssim the score closest to one record on the real mri of the test set ie 088 is consid the best,as exampl of metric commonli use for assess imag we appli fid mmd and msssim to the real and gener mri for each model fid and mmd compar the distribut of real and synthet mri in a lower dimension featur space to do so we map all mri into thi space via a pretrain encod we then document the high impact of the encod by recod their score with respect to three implement of resnet 8ie resnet50 r50 anoth version of resnet50 train on 23 dataset r5023 and resnet101 r101 5 accord to tabl 1 the lowest fid and mmd score for vaegan and aalphaitalicawgan the two model with the lowest qualiti mri base on visual inspect are record with r101 follow by r5023 and r50 rel to the other method their score for r50 were onli better than monaildm howev aalphaitalicawgan produc the secondbest score when the encod is r5023 moreov the two model produc the best ie lowest mmd among all the approach when comput in the imag space imag mmd overal we conclud from these result that even the worst qualiti imag base on visual inspect can produc the best score
60,S3.T1.1.1.2.1.5.1,imag mmd,tabl 1 evalu 400 mri of each approach use common metric other than for msssim lower score are consid better with the best score be in bold and the second best underlin for msssim the score closest to one record on the real mri of the test set ie 088 is consid the best,as exampl of metric commonli use for assess imag we appli fid mmd and msssim to the real and gener mri for each model fid and mmd compar the distribut of real and synthet mri in a lower dimension featur space to do so we map all mri into thi space via a pretrain encod we then document the high impact of the encod by recod their score with respect to three implement of resnet 8ie resnet50 r50 anoth version of resnet50 train on 23 dataset r5023 and resnet101 r101 5 accord to tabl 1 the lowest fid and mmd score for vaegan and aalphaitalicawgan the two model with the lowest qualiti mri base on visual inspect are record with r101 follow by r5023 and r50 rel to the other method their score for r50 were onli better than monaildm howev aalphaitalicawgan produc the secondbest score when the encod is r5023 moreov the two model produc the best ie lowest mmd among all the approach when comput in the imag space imag mmd overal we conclud from these result that even the worst qualiti imag base on visual inspect can produc the best score
61,S3.T1.1.1.2.1.6.1,ms ssim,tabl 1 evalu 400 mri of each approach use common metric other than for msssim lower score are consid better with the best score be in bold and the second best underlin for msssim the score closest to one record on the real mri of the test set ie 088 is consid the best,as exampl of metric commonli use for assess imag we appli fid mmd and msssim to the real and gener mri for each model fid and mmd compar the distribut of real and synthet mri in a lower dimension featur space to do so we map all mri into thi space via a pretrain encod we then document the high impact of the encod by recod their score with respect to three implement of resnet 8ie resnet50 r50 anoth version of resnet50 train on 23 dataset r5023 and resnet101 r101 5 accord to tabl 1 the lowest fid and mmd score for vaegan and aalphaitalicawgan the two model with the lowest qualiti mri base on visual inspect are record with r101 follow by r5023 and r50 rel to the other method their score for r50 were onli better than monaildm howev aalphaitalicawgan produc the secondbest score when the encod is r5023 moreov the two model produc the best ie lowest mmd among all the approach when comput in the imag space imag mmd overal we conclud from these result that even the worst qualiti imag base on visual inspect can produc the best score
62,S3.T2.1.1,real mri vaegan 945120572alphaitalic945wgan hagan monaildm medsyn cdpm total fail roi 19 399 67 0 95 6 11 total fail mri 19 397 67 0 56 6 11 mri pass rate 9525 075 8325 10000 8600 9900 9725,tabl 2 rate of mri pass qc check,these shortcom are the motiv behind our framework for comput anatom plausibl the first step in comput that metric is to check that the segment extract from the mri are reliabl for each method tabl 2 list the total number of roi segment and correspond mri that fail the check ie qc score 065 which is the case for 475 of real mri interestingli synthsegsynthsesuperscriptgsynthsegital italici italicn italict italich ital italic italicg startpostsuperscript endpostsuperscript produc segment that look realist even if the mri are of bad qualiti as in the case of vaegan see fig 1 howev the qualiti score gener by synthsegsynthsesuperscriptgsynthsegital italici italicn italict italich ital italic italicg startpostsuperscript endpostsuperscript clearli point out that most of those segment should not be trust as less than 1percent pass qualiti control accord to tabl 2 perform much better is aalphaitalicawgan success rate 8325percent832583258325 but the qualiti of it gray matter segment often fail to meet the threshold accord to the plot shown in fig 3 a slightli better success rate ha monaildm with 86percent868686 howev when an mri produc by thi method fail to meet the qc threshold it is not for a specif region and often involv multipl one onli the three model with the bestlook mri pass the 95 threshold which are hagan and the diffus model cdpm and medsynth gray matter is the onli region fail qc for few mri gener by cdpm and medsyn while hagan is the onli model where all mri pass qc interestingli enough the mri produc by hagan are visual inferior to those of the two diffus model so the qc failur rate should not be use as a final metric for assess anatom plausibl
63,S3.T3.2.2,cerebr later ventricl cerebellum thalamu caudat putamen wm inferior wm gm hagan 068 010 050 035 059 018 039 053 medsyn 012 069 069 022 026 039 031 017 cdpm 000 005 015 025 023 005 012 008 wmwhite matter gmgray matter pallidum ventricl brain hippo amygdala accumben cerebrospin 3rd 4th stem campu fluid hagan 116 009 092 034 101 004 068 031 medsyn 038 015 034 041 079 076 021 051 cdpm 001 016 006 018 002 002 007 004,tabl 3 cohen d of cortic and subcort roi with best score in bold,the anatom plausibl of the mri produc by those three method is summar by the cohen d score between the volum distribut of real and synthet mri for each of the 16 subcort region and 33 cortic region tabl 3 a valu closer to 0 indic higher overlap between the distribut and thu anatom plausibl reflect visual assess diffus model gener produc mri of higher anatom plausibl than hagan as cdpm ha the best cohen d score for 38 region ie 775percent of region follow by medsyn with 9 region 184percent and hagan with 2 region 41percent note that one can also use the anatom plausibl score propos here to exclud the mri for aid the analyz focus on region in which these mri receiv poor score eg ddd italicd 08 such as record for 14 region by hagan
64,S3.T3.2.3,banksst caudal cuneu entorhin fusiform inferior ac mf pariet tempor hagan 025 113 026 109 111 200 108 006 medsyn 026 056 038 027 095 011 009 025 cdpm 004 021 009 011 007 028 000 032 isthmu later frontal lingual medial middl parahippo cingul occipit orbitofront pole orbitofront tempor campal hagan 132 093 028 112 024 047 038 009 medsyn 007 041 043 035 072 047 012 014 cdpm 011 015 006 007 022 004 001 013 central par peri tempor pre para post operculari orbitali triangulari calcarin pole hagan 026 110 181 092 073 016 058 100 medsyn 040 032 038 031 016 027 137 004 cdpm 002 002 002 010 000 005 003 010,tabl 3 cohen d of cortic and subcort roi with best score in bold,the anatom plausibl of the mri produc by those three method is summar by the cohen d score between the volum distribut of real and synthet mri for each of the 16 subcort region and 33 cortic region tabl 3 a valu closer to 0 indic higher overlap between the distribut and thu anatom plausibl reflect visual assess diffus model gener produc mri of higher anatom plausibl than hagan as cdpm ha the best cohen d score for 38 region ie 775percent of region follow by medsyn with 9 region 184percent and hagan with 2 region 41percent note that one can also use the anatom plausibl score propos here to exclud the mri for aid the analyz focus on region in which these mri receiv poor score eg ddd italicd 08 such as record for 14 region by hagan
65,S3.T3.2.4,cingul precuneu rostral superior supra transvers ac mf frontal pariet tempor margin tempor hagan 022 041 113 102 014 118 058 095 017 medsyn 004 061 011 042 012 014 007 017 014 cdpm 009 004 016 018 028 021 008 000 008 acanterior cingul mfmiddl frontal,tabl 3 cohen d of cortic and subcort roi with best score in bold,the anatom plausibl of the mri produc by those three method is summar by the cohen d score between the volum distribut of real and synthet mri for each of the 16 subcort region and 33 cortic region tabl 3 a valu closer to 0 indic higher overlap between the distribut and thu anatom plausibl reflect visual assess diffus model gener produc mri of higher anatom plausibl than hagan as cdpm ha the best cohen d score for 38 region ie 775percent of region follow by medsyn with 9 region 184percent and hagan with 2 region 41percent note that one can also use the anatom plausibl score propos here to exclud the mri for aid the analyz focus on region in which these mri receiv poor score eg ddd italicd 08 such as record for 14 region by hagan
66,S3.T1.25.25,telescop geometr collect area 1830 cm2 focal length 7000 mmmillimetermathrmmmromanmm field of view 125829082421258242125 8290 8242 215times215 175829082421758242175 8290 8242 primari diamet 500 mmmillimetermathrmmmromanmm primari radiu 3000 mmmillimetermathrmmmromanmm primari conic 8722101010 10 secondari diamet 120 mmmillimetermathrmmmromanmm secondari radiu 81022 mmmillimetermathrmmmromanmm secondari conic 8722238823882388 2388 spectrograph bandpass 98 8211 127 130 8211 158 nmnanometermathrmnmromannm spectral resolv power 87642000similartoabsent2000sim 20008764 2000 entranc slit 108290824310824310 8290 8243 215 682908242682426 8290 8242 grate diamet 75 mmmillimetermathrmmmromanmm grate radiu 85039 mmmillimetermathrmmmromanmm grate rule densiti 30166 gmmmillimetermathrmmmromanmm grate blaze angl 1098290176109176109 8290 176 fold dimens 165 215 50 mmmillimetermathrmmmromanmm fold radiu 7000 mmmillimetermathrmmmromanmm detector activ segment size 113 215 42 mmmillimetermathrmmmromanmm spectral axi resolut element 62 1818290mmicrometermathrmsiunitsymbolmicro mroman181 romanm pore size 20 1818290mmicrometermathrmsiunitsymbolmicro mroman181 romanm pore bia angl 1382901761317613 8290 176,tabl 1 sistin instrument design summari,light that pass through the slit is incid upon the grate the sistin grate is holograph rule for a central densiti of 30166 gmmmillimetermathrmmmromanmm and blaze via ion etch the blaze angl of 109deg109deg109 deg is optim to maxim effici in the 1 order at a wavelength of 120 nmnanometermathrmnmromannm the grate is mount with a 4601plusorminus460146pm 0146 01 degtilt such that zero order light is direct toward a light trap and light from the 1 order is direct toward the fold mirror and reflect onto the detector detail on the grate fold and detector are provid in tabl 1 thi design result in an averag dispers of 0256 nmnanometermathrmnmromannmmmmillimetermathrmmmromanmm at the detector becaus the detector is compos of two separ segment there is a small unimag gap in the center of the spectrum result in a bandpass of 98 127 and 130 158 nmnanometermathrmnmromannm the spectrograph optic system is similartosim fffitalicf294 and thu magnifi the point spread function psf imag from the telescop focal plane by a factor of similartosim 21 on the detector thi result in a psf fwhm size incid upon the detector of similartosim 40 ummicrometermathrmsiunitsymbolmicro mromanu romanm without factor in spectrograph aberr the specifi detector resolut element 40 ummicrometermathrmsiunitsymbolmicro mromanu romanm fwhm is match to thi psf and result in a minimum detect psf fwhm size of similartosim 63 ummicrometermathrmsiunitsymbolmicro mromanu romanm when spectrograph aberr are factor in result in a resolv power of similartosim 7400 at 120 nmnanometermathrmnmromannm predict resolv power for a 060606 fwhm telescop psf is shown in figur 2 for detector resolut element size of 40 ummicrometermathrmsiunitsymbolmicro mromanu romanm specifi and 62 ummicrometermathrmsiunitsymbolmicro mromanu romanm empir
67,S4.T2.1.1,wavelength nmnmmathrmnmathrmmromannm 1133 1153 1200 1243 1411 1494 spectrograph 4460 4400 4280 3950 4470 5100 full system 1570 1560 1490 1580 1700 1690,tabl 2 resolv power measur with a hollow cathod lamp,in the sistin design the slit is overs and doe not drive spectral resolv power of the system thi is a featur meant to ensur that all of the flux from the observ sourc is captur to maxim sensit of the system howev due to the perform of the telescop it wa not possibl to demonstr the full capabl of the spectrograph for focus and character a pinhol apertur wa place at the locat of the slit to effect decreas the size of the sourc be fed into the spectrograph thi apertur wa 35 ummicrometermathrmsiunitsymbolmicro mromanu romanm x 50 ummicrometermathrmsiunitsymbolmicro mromanu romanm with the 35 ummicrometermathrmsiunitsymbolmicro mromanu romanm portion align along the spectral axi factor in the plate scale of the telescop thi sourc ha an angular size of 111 x 151515 all spectrograph adjust were made with thi apertur in place focu oper were possibl with a windowless hollow cathod sourc but there are a limit number of line that are use for character limit perform of the spectrograph itself the n i 1243 nmnmmathrmnmathrmmromannm line wa use for a coars focu adjust follow by a fine focu adjust use a deuterium lamp and a similar method to the shotgun approach describ in ref 38 for fuse figur 12 show a small subset of deuterium spectra near optim focu focu wa optim near 120 nmnmmathrmnmathrmmromannm as that wa the optim wavelength of the sistin optic design sever line group in figur 12 were fit across variou fold mirror posit to determin best focu for final character of perform a sourc such as a ptne hollow cathod lamp similar to those use for wavelength calibr of hstcos39 would have allow detail character of resolv power over the full bandpass at the time of spectrograph assembl and character for sistin it wa not possibl to find a vendor will to fabric a ptne hollow cathod sourc with an mgf2 window while deuterium spectra provid exampl of how well the spectrograph could perform it is difficult to extract a clear character due to the densiti of line versu the resolv power of the system ultim it wa possibl to demonstr that the spectrograph had signific perform margin and would be limit by the telescop psf character of resolv power wa accomplish by switch the light sourc to a hollow cathod lamp fed by air result for both the spectrograph with a special calibr apertur and for the full nomin system are summar in tabl 2 with the spectrograph test apertur remov the typic resolv power observ in the long tank near 120 nmnmmathrmnmathrmmromannm wa r 1500similartoabsent1500sim 1500 1500
68,S5.T3.1.1,mission number launch date launch site target 36346 august 11 2019 white sand missil rang ngc 6826 36373 novemb 8 2021 white sand missil rang procyon ab 36339 jul 6 2022 arnhem space center 945120572alphaitalic945 centauri ab,tabl 3 summari of sistin launch,sistin wa launch three time with detail summar in tabl 3 the first launch of sistin wa unabl to acquir data due to an experi misalign with the payload attitud control system dure flight the ultim caus of thi misalign wa found to be loosen of the primari mirror dure vehicl ascent minor modif were made to the mount to better hold the mirror in place dure vibrat these modif are summar in section 43 the second flight of sistin success acquir data on target and these result are discuss in detail in ref 34 dure the second flight of sistin it wa found that the telescop thermal defocus dure the flight and caus the psf to be larger than the slit width limit the spectral resolv power of the instrument modif to resolv thi issu are also discuss in section 43 target data wa acquir dure the third flight of sistin and optic system perform dure that flight wa consist with character expect from the laboratori these result are discuss in detail in ref 35 and in behr et al 2024 in prepar but also summar in thi work
69,S2.T1,,tabl 1 result on glue test set metric differ per task explain in appendix a but the best result is highlight,we first use the three metalearn algorithm with pp sampl and present in tabl 1 the experiment result on the glue test set gener the metalearn algorithm achiev better perform than the strong baselin model with reptil perform the best
70,S3.T2,,tabl 2 effect of task distribut we report the accuraci or matthew correl on develop set,as we have mention abov we propos three differ choic of the task distribut p tptpt in thi paper here we train reptil with these task distribut and test model perform on the develop set as shown in tabl 2
71,S3.T3,,tabl 3 effect of the number of updat step and the inner learn rate aalpha,in thi part we test the effect of the number of updat step kkk and the learn rate in the inner learn loop the experiment result on the develop set are shown in tabl 3 we find that set kkk to 5 is the optim strategi and more or fewer updat step may lead to wors perform we also vari the inner learn rate aalpha and investig it impact the result are list in tabl 3 we can see that larger aalpha may degrad the perform becaus the result gradient deviat a lot from normal one the abov two ablat studi demonstr the import of make the metagradi inform
72,A0.T4,,tabl 4 basic inform and statist of the glue and scitail dataset william et al 2018,basic the glue dataset wang et al 2019 consist of three type of task singlesent classif similar and paraphras task and infer task as shown in tabl 4
73,A3.T5,,tabl 5 accuraci number on the 10 probe task conneau et al 2018,a probe task is a classif problem that requir the model to make predict relat to certain linguist properti of sentenc the abbrevi for the 10 task are list in tabl 5 basic these task are set to test the model abil to captur surfac syntact or semant inform we refer the reader to conneau et al 2018 for detail we freez all the paramet of the model and onli train the classif layer for the probe task
74,S4.T1,set epe acc 005 acc 01 cd v32 03003 2143percent 6223percent 01291 v64 02720 2548percent 6641percent 01158 v128 02342 3401percent 7556percent 00949 v256 02907 2125percent 6279percent 01264 v512 02994 1928percent 6061percent 01290,tabl 1 result on the four test categori for differ set of number of dimens v of task distribut cd stand for chamfer distanc,experi set we use first 20 categori in modelnet40 dataset as our train dataset we use the last 20 categori in modelnet40 as our test dataset for test 3 we use the last 20 categori in modelnet40 with nois dataset as our test data set for test 1 we test the effect of dimens vvv introduc in section 331 as the dimens of learn task distribut for test 2 and 3 we compar our model with metalearn and without metalearn our model without metalearn is the final version of flownet3d f3d we do exact fair comparison for all the follow three test to show the effect of our propos metalearn in deal with unseen dataset we list the quantit result for test 1 in tabl 1 for test 2 in tabl 2 and for test 3 in tabl 3 we demonstr select qualit result for test 2 in figur 3 and result for test 3 in figur 4 result of test 1 as shown in tabl 1 we show that our model achiev the best perform on test unseen categori when the dimens of hidden latent task distribut space is equal to 128 as dimens v is compar small onli the most gener shape inform can be captur and embed into a latent vector as the task distribut therefor similar shape from differ categori may have close task distribut and the predict weight of registr learner can be similar to each other as well to gener a good perform on the unseen categori dataset as v increas from 128 to 512 more detail and subtl shape inform is embed into the latent vector the gener task distribut tend to converg to detail data distribut the overfit model can not be gener on unseen categori in thi case the model perform degrad accordingli on the unseen categori dataset on the other hand when the dimens of hidden latent task distribut space v is too small for exampl v is equal to 32 differ task cannot be distinguish base on the latent vector and the model perform tend to degrad toward the baselin model f3d without metalearn
75,S4.T2,method epe acc 005 acc 01 f3d 03648 1001percent 4518percent our 02342 3401percent 7556percent,tabl 2 result on the 20 unseen test categori of modelnet40 dataset,experi set we use first 20 categori in modelnet40 dataset as our train dataset we use the last 20 categori in modelnet40 as our test dataset for test 3 we use the last 20 categori in modelnet40 with nois dataset as our test data set for test 1 we test the effect of dimens vvv introduc in section 331 as the dimens of learn task distribut for test 2 and 3 we compar our model with metalearn and without metalearn our model without metalearn is the final version of flownet3d f3d we do exact fair comparison for all the follow three test to show the effect of our propos metalearn in deal with unseen dataset we list the quantit result for test 1 in tabl 1 for test 2 in tabl 2 and for test 3 in tabl 3 we demonstr select qualit result for test 2 in figur 3 and result for test 3 in figur 4 result of test 2 as shown in tabl 2 with the metalearn our model achiev much lower epe 02342 compar to the model without metalearn f3d on the 20 unseen test categori the registr estim accuraci acc dramat improv from1001perc to 3401percent for the threshold 005 and it improv from 4818percent to 7556percent for the threshold 01 thi result clearli indic the superior perform of leverag metalearn to adjust the learner base on the task distribut of unseen categori in addit from the randomli select qualit result from figur 3 we notic that the align result of sourc and target point cloud by our model is precis the green shape is the target the red shape is the sourc shape and the blue one is the transform sourc shape
76,S4.T3,method epe acc 005 acc 01 gdnois f3d 04392 675percent 3447percent gdnois our 03128 2092percent 6130percent dinois f3d 03749 1167percent 4607percent dinois our 02689 2404percent 6584percent ponois f3d 05738 481percent 2405percent ponois our 04156 1049percent 4091percent,tabl 3 result on the 20 unseen test categori of modelnet40 dataset with nois,experi set we use first 20 categori in modelnet40 dataset as our train dataset we use the last 20 categori in modelnet40 as our test dataset for test 3 we use the last 20 categori in modelnet40 with nois dataset as our test data set for test 1 we test the effect of dimens vvv introduc in section 331 as the dimens of learn task distribut for test 2 and 3 we compar our model with metalearn and without metalearn our model without metalearn is the final version of flownet3d f3d we do exact fair comparison for all the follow three test to show the effect of our propos metalearn in deal with unseen dataset we list the quantit result for test 1 in tabl 1 for test 2 in tabl 2 and for test 3 in tabl 3 we demonstr select qualit result for test 2 in figur 3 and result for test 3 in figur 4 result of test 3 as shown in tabl 3 for all these three type of nois gd di and po nois with the metalearn our model achiev much lower epe and higher accuraci compar to the model without metalearn f3d on the unseen 20 test categori thi result indic that our model with metalearn can be less affect by all these differ nois pattern in comparison with the model without metalearn f3d for more refer we list one qualit result for each nois pattern in figur 4 to further show the differ in align result by our model with metalearn with baselin model flownet3d f3d without metalearn we can clearli see that our model achiev better align perform
77,S4.T4,method epe acc 005 acc 01 icp 05019 762percent 762percent flownet3d em 05807 264percent 1221percent flownet3d lm 07876 027percent 183percent flownet3d 01694 2537percent 5785percent our 01453 2927percent 6221percent,tabl 4 result on the flyingthings3d test dataset,we conduct two test in thi section for both test 1 and test 2 we from nearli 39000 model in the flyingthings3d dataset we randomli select 20000 model for train for test 1 we use the rest of the 2000 model as the test dataset we notic that test 1 is conduct on a seen test dataset to compar with other method we sampl 2048 point from each point cloud in test 1 we compar our model with icp iter closest point and three set of flownet3d to show our model perform on a test dataset from the same domain flownet3d refer to the optim model in 10 flownet3d em refer to an earli mixtur model that combin two point cloud with a onehot vector to distinguish them flownet3d lm denot a late mixtur model that firstli extract global featur from the sourc and target point cloud respect and then use concaten oper to mix them note that we exactli follow the same experi set in flownet3d for a fair comparison we train our model on the train dataset and evalu the perform on the test dataset we list the quantit result for test 1 in tabl 4 and we demonstr select qualit result for test 1 in figur 5 result of test 1 as shown in tabl 4 our method achiev lower epe 01453 compar to flownet3d 01694 and icp 05019 as to the registr estim accuraci acc our method achiev significantli better result with 2927percent for the threshold 005 and 6221percent for the threshold 01 which is better than 2667percent for the threshold 005 and 5965percent for the threshold 01 achiev by flownet3d in addit from the qualit result shown in figur 5 we notic that the align of sourc and target point cloud is more accur for our method for exampl we can clearli see the gap between green target and blue transform sourc point for the left case in the result of flownet3d
78,S4.T5,method epe acc 005 acc 01 flownet3d 02113 879percent 3285percent our 01755 1127percent 4325percent,tabl 5 result on the kitti dataset,for test 2 we onli evalu our model on the kitti scene flow dataset the kitti scene flow dataset includ 200 stereo imag follow the evalu standard claim in flownet3d we use the first 150 imag contain onli geometr inform from the kitti scene flow dataset as the test dataset to evalu our model note that our model is train on the train dataset of flyingthings3d without further finetun step we use all 16384 point from each point cloud and set the batch size to 1 dure the evalu process for test 2 we compar our model perform with the model flownet3d we list the quantit result for test 2 in tabl 5 we demonstr select qualit result for test 2 in figur 4 result of test 2 the result shown in tabl 5 demonstr that our model train on flyingthings3d achiev lower epe and better acc on kitti in comparison to the result achiev by flownet3d for the qualit result shown in figur 6 we can clearli see that our registr result for the two car on the left side is better sinc all the blue point are almost overlap with the green point in comparison the result of flownet3d show a gap between blue and green point
79,S3.T1,method yn num other all ca 8055 3910 5245 6254 ra 8341 3901 5591 6537 cva 8373 4091 5636 6592 rcva 8339 4089 5586 6554,tabl 1 ablat studi on the vqa testdev dataset,the experiment result are shown in tab1 teststandard is not recommend to be use for vqa ablat studi from the experiment result we can see that object region attent alon perform better than channelwis attent onli on the yn other and all with an increas of 286 346 and 283 respect in term of number channelwis attent perform slightli better by stack those two attent into a vqa model in ani order we find that the stack attent model improv the perform of vqa especi for number by approxim 19 in addit chang order would slightli effect the perform
80,S3.T2,approach testdev teststandard open end mc open end mc yn num other all all yn num other all all lstm q i 789 352 364 537 572 790 356 368 541 578 deeper norm 805 368 431 578 627 806 365 437 582 631 dppnet 807 372 417 572 589 san 793 366 461 587 595 fda 811 362 458 592 604 dmn 805 368 483 603 mcb 812 351 493 608 654 mcb7 834 398 585 667 702 832 395 580 665 701 our cva 8373 4091 5636 6592 703 8379 4041 5677 6620 7041 ac 798 368 431 575 797 360 434 576 ack 810 384 452 592 811 371 458 594 hiecoatt 797 387 517 618 658 621 661 dan 830 391 539 643 691 828 391 540 642 690 mlan 829 392 528 637 689,tabl 2 comparison result on vqa dataset accord to differ attent mechan all the approach are divid into five categori and each row repres one categori row one indic no attent row two util visual attent onli row three appli semant attent row four includ both visual and question attent row five appli both semant and visual attent,result the experiment result are shown in tab2 we have the follow observ cva obtain the best all accuraci on test dev openend 6592 vs multiplechoic 703 and teststandard 6620 vs 7041 our method belong to the second categori visual attent onli compar with the second categori method the improv over the best approach mcb is signific by 512 testdev openend all and 49 testdev multiplechoic all in addit we also report the result of mcb7 ensembl of 7 att model although it is not compar becaus each model in ensembl of 7 model use mcb with attent compar with the third categori again our approach outperform the best approach ack especi with an increas of 68 in term of teststandard openedend all although hiecoatt and dan integr both visual and question attent our cva perform better for standardtest dataset tt surpass the dan by 20 in openend all and 114 in multiplechoic all respect in addit compar with mlan involv both semant attent and visual attent our approach is also better with a clear perform gap on the testdev dataset the result in tab2 clearli demonstr the advantag of our method
81,S3.T3,method all obj num color loc wups09 wups00 2visblstm 5509 5819 4479 4953 4734 6534 8864 imgcnn 5840 6850 8967 ddpnet 6160 7084 9061 san 6160 6540 4860 5790 5400 7160 9090 qru 6250 6506 4690 6050 5699 7258 9162 hiecoatt 6540 6800 5100 6290 5880 7510 9200 cva 6751 6955 5076 6896 5993 7670 9241,tabl 3 evalut result by our propos method and compar method on the coco qa dataset,result the experiment result are demonstr in tab 3 our cva achiev the highest perform with an accuraci of 6751 on all and a wup 09 of 767 compar with the best counterpart hiocoatt and the second best counterpart qru the improv of accuraci is 211 and 501 on all specif for object color and loc three type question cva increas the accuraci to 6955 and 6896 and 5993 respect the tabl indic that the number type question perform worst in all method with approxim 10 to 19 lower than other type thi might be caus by the unbalanc train dataset the number of train sampl of object type is 54992 which is nine time more than the number of train sampl for number in thi section we further assess our model on the recent releas dataset visual7w for the experi we compar our cva with previou work lstmatt zhu et al 2016 mcbatt fukui et al 2016 and mlan yu et al 2017 and the experiment result are shown in tab3 both lstmatt and mlan are competit howev compar with lstmatt mlan util a much lower fusion method 2400dimens vs 16000dimensionyu et al 2017 tab3 show that our cva achiev the highest score in particular the mlan employ both visual attent and text attent while our cva onli exploit the visual attent
82,S3.T4,method wht whr whn who whi how avg lstmatt 515 570 750 595 555 498 543 mcbatt 603 704 795 692 582 511 622 mlan 605 712 796 694 580 508 624 cva 648 594 801 700 652 557 638,tabl 4 evalu result on visual7w dataset,
83,S4.T1,dataset user item queri ui amazon movi amp tv 297 k 181 k 3293 k alipay short video 35065 k 1132 k 51 k 62948 k kuaisar 25877 6890707 453667 19664885,tabl 1 statist of the amazon movi and tv the alipay short video and kuaisar dataset k denot thousand,dataset we evalu our propos seminar model on three dataset two public dataset includ amazon review dataset movi and tv subset 2 22 22httpscsewebucsdedujmcauleydatasetsamazonv2 and the kuaisar 3 33 33httpszenodoorgrecords8181109 search and recommend dataset one industri dataset alipay short video dataset the averag length of user sequenc ha the magnitud of l 2000 1000 100 119871 2000 1000 100 l20001000100 italicl 2000 1000 100 for the alipay kuaisar and amazon dataset the detail statist can be found in tabl l 2000 1000 100 119871 2000 1000 100 l20001000100 italicl 2000 1000 100 l 2000 1000 100 l l 2000 1000 100 2000 2000 1000 1000 100 100 119871 2000 1000 100 119871 2000 1000 100 119871 l 2000 1000 100 2000 20001000 1000100 100l20001000100 l20001000100italicl 2000 1000 100 italicl 2000 1000 100 for the alipay kuaisar and amazon dataset the detail statist can be found in tabl 1
84,S4.T2,kuaisar amazon movi and tv alipay short video method ndcg5 ndcg10 ndcg50 ndcg5 ndcg10 ndcg50 auc sim 02523 02661 03293 03573 03959 04577 07382 qin 02535 02672 03312 03650 04038 04630 07239 eta 02642 02756 03313 03626 04008 04607 07262 twin 02558 02709 03294 03627 04017 04605 07376 seminar 02816 02969 03457 03661 04041 04636 07503 absolut impr 00292 00308 00164 00088 00082 00059 00264,tabl 2 result of lifelong behavior sequenc model of kuaisar dataset amazon review dataset and alipay short video recommend dataset indic best perform model,we report the perform on differ dataset from multipl domain includ ndcgk on kuaisar dataset the movi and tv subset of the amazon review dataset and auc perform on the alipay short video recommend dataset in tabl 2 the asterisk denot the best perform achiev in each task we can see that seminar achiev the best perform on the kuaisar dataset with improv of 00292 00308 00164 in ndcgk 5 10 50 ndcgk 5 10 50 textndcgk51050 ndcgk 5 10 50 and improv of 00088 00082 00059 in ndcgk 5 10 50 ndcgk 5 10 50 textndcgk51050 ndcgk 5 10 50 ndcgk 5 10 50 ndcgk ndcgk 5 10 50 5 5 10 10 50 50 ndcgk 5 10 50 ndcgk 5 10 50 ndcgk ndcgk ndcgk 5 10 50 5 510 1050 50textndcgk51050 textndcgk51050ndcgk 5 10 50 ndcgk 5 10 50 and improv of 00088 00082 00059 in ndcgk 5 10 50 ndcgk 5 10 50 textndcgk51050 ndcgk 5 10 50 on amazon dataset compar to sim addit seminar also achiev the best ndcgk 5 10 50 ndcgk 5 10 50 textndcgk51050 ndcgk 5 10 50 ndcgk 5 10 50 ndcgk ndcgk 5 10 50 5 5 10 10 50 50 ndcgk 5 10 50 ndcgk 5 10 50 ndcgk ndcgk ndcgk 5 10 50 5 510 1050 50textndcgk51050 textndcgk51050ndcgk 5 10 50 ndcgk 5 10 50 on amazon dataset compar to sim addit seminar also achiev the best auc perform on the alipay short video recommend dataset with improv of 00264 compar to multipl strong sota baselin
